B921 PB  2.5800 P 0.15 U  I  14.30
B921 PB  4.2800 S 0.34    I  14.30
SRT  CI  4.3100 P 0.27 U  I  20.40
TOW2 CI  5.1800 P 0.46    E  24.50
TOW2 CI  8.7300 S 1.14    I  24.50
CCC  CI  4.7200 P 0.05    E  24.70
CCC  CI  8.0500 S 0.14    I  24.70
B918 PB  4.5800 P 0.13 D  I  26.50
B918 PB  7.5800 S 0.39    E  26.50
WRC2 CI  5.1800 P 0.04 D  I  29.20
WRC2 CI  8.6000 S 0.26    I  29.20
SLA  CI  5.8400 P 0.45 D  I  29.90
WBM  CI  5.9500 P 0.28    E  34.70
WBM  CI 10.5200 S 0.24    E  34.70
WVP2 CI 11.1900 S 0.07    E  37.80
MPM  CI 11.4900 S 0.02    E  39.30
JRC2 CI 12.0000 S 0.16    E  40.00
WCS2 CI 11.8700 S 0.36    E  41.60
WRV2 CI  8.0900 P 0.00    E  47.00
WRV2 CI 13.5300 S 0.21    E  47.00
B916 PB 15.7300 S 0.34    E  55.60
DAW  CI 17.8000 S 0.64    E  63.20
WOR  CI 19.0700 S 0.50    E  64.80
# 2019 07 04 17 48 24.15  35.6593 -117.5263  2.68  2.96  0.27  0.54  0.17  99  25  18   3        67
B921 PB  1.9400 P 0.01 U  I   9.90
B921 PB  3.5100 S 0.28    E   9.90
CLC  CI  3.3500 P 0.09 D  I  18.50
CLC  CI  6.0000 S 0.18    E  18.50
SRT  CI  3.9800 P 0.12    E  20.50
SRT  CI  7.5300 S 0.81    E  20.50
LRL  CI  4.3000 P 0.18    E  24.40
LRL  CI  7.3800 S 0.22    E  24.40
B918 PB  5.6600 P 0.04    E  31.40
WBM  CI  6.2800 P 0.13 D  I  33.30
WBM  CI 10.9800 S 0.83    E  33.30
SLA  CI 10.4800 S 0.04    E  33.80
WRC2 CI 10.4900 S 0.07    E  33.90
B917 PB 11.5400 S 0.35    I  37.20
JRC2 CI 13.3900 S 0.20    E  44.00
WCS2 CI 14.0200 S 0.33    E  46.00
DTP  CI 15.7600 S 0.36    E  52.30
WBS  CI 17.1900 S 0.38    E  57.10
WMF  CI 17.7100 S 0.43    E  58.90
WOR  CI 18.7800 S 0.08    E  64.80
WHF  CI 12.6300 P 0.08    E  74.60
WHF  CI 21.4400 S 0.16    E  74.60
ISA  CI 25.0500 S 0.46    E  85.60
TEH  CI 25.7100 S 0.23    E  90.70
WAS2 CI 27.1900 S 0.43    E  93.50
# 2019 07 04 17 48 57.07  35.5983 -117.5570  1.54  2.43  0.52  0.69  0.12 215  13   5   2        68
LRL  CI  3.3600 P 0.03 D  I  17.30
SRT  CI  3.9400 P 0.23    E  20.30
SRT  CI  7.2600 S 0.43    I  20.30
CLC  CI  4.4900 P 0.06    E  24.40
CLC  CI  7.6300 S 0.10    E  24.40
TOW2 CI  5.7600 P 0.05    E  29.90
WBM  CI  5.7800 P 0.07 U  I  30.10
WBM  CI  9.9000 S 0.50    E  30.10
WRC2 CI  7.3200 P 0.13    E  39.70
MPM  CI 15.7700 S 0.46    E  51.40
WBS  CI  9.2600 P 0.10    E  53.20
WBS  CI 15.8500 S 0.07    E  53.20
B916 PB 11.5000 P 0.03    E  66.80
# 2019 07 04 17 49 35.19  35.7335 -117.5068  3.91  2.52  0.61  1.27  0.18 164  17   6   2        69
CLC  CI  2.4300 P 0.08 D  I  12.20
SRT  CI  4.3700 P 0.02    E  22.40
TOW2 CI  4.6400 P 0.15    E  24.70
B918 PB  4.3200 P 0.01    E  24.00
WRC2 CI  4.9400 P 0.01    E  27.10
WRC2 CI  8.4600 S 0.08    E  27.10
LRL  CI  5.9300 P 0.17 U  I  32.30
WBM  CI  6.9200 P 0.20    E  37.30
JRC2 CI 11.4100 S 0.20    E  38.80
WCS2 CI 11.7400 S 0.13    E  39.90
WBS  CI 10.4100 P 0.06    E  61.20
WBS  CI 17.6000 S 0.22    E  61.20
WHF  CI 12.7500 P 0.16    E  76.40
CLC  CI  3.9900 S 0.04    E  12.20
B921 PB  2.7400 P 0.36    E  16.80
SRT  CI  7.8000 S 0.57    E  22.40
MPM  CI  6.5000 P 0.19    E  36.10
# 2019 07 04 17 49 38.95  35.6870 -117.4907 10.66  2.57  0.46  0.92  0.19 145  20  13   0        70
B921 PB  2.5100 P 0.16    E  11.40
B921 PB  4.4400 S 0.07    E  11.40
CLC  CI  3.3600 P 0.09    E  17.20
CLC  CI  5.9100 S 0.08    I  17.20
CCC  CI  4.4300 P 0.14    E  21.30
CCC  CI  7.5200 S 0.28    E  21.30
SRT  CI  8.3000 S 0.60    I  23.40
TOW2 CI  5.3000 P 0.12    E  28.10
B918 PB  5.1300 P 0.13    E  29.40
B918 PB  9.0000 S 0.09    E  29.40
WRC2 CI 10.1500 S 0.28    E  32.30
WBM  CI 11.6400 S 0.61    I  37.10
B917 PB  6.6100 P 0.04    E  37.60
MPM  CI 12.5800 S 0.53    E  41.20
WCS2 CI 13.5200 S 0.34    E  45.00
WRV2 CI  8.6100 P 0.06    E  50.60
B916 PB 17.3100 S 0.56    E  58.40
WBS  CI 17.4900 S 0.03    E  61.00
DAW  CI 19.0900 S 0.11    E  65.60
WOR  CI 18.9600 S 0.32    E  67.90
# 2019 07 04 17 50  2.72  35.7338 -117.5270  6.79  2.38  0.33  0.86  0.18  95  27  17   2        71
CLC  CI  2.4100 P 0.11    E  11.10
CLC  CI  3.7900 S 0.08    E  11.10
SRT  CI  4.0200 P 0.08 U  I  20.70
TOW2 CI  4.3800 P 0.11    E  23.00
B918 PB  4.1100 P 0.11    E  23.40
WRC2 CI  4.7200 P 0.04    E  26.20
WRC2 CI  8.2800 S 0.22    E  26.20
CCC  CI  4.8600 P 0.27    E  27.40
SLA  CI  8.8900 S 0.27    E  28.00
WBM  CI  6.5400 P 0.15 U  I  35.60
WBM  CI 11.2900 S 0.75    I  35.60
MPM  CI  6.3900 P 0.13    E  36.20
WNM  CI 11.0300 S 0.36    E  36.20
JRC2 CI  6.6300 P 0.07    E  37.50
JRC2 CI 11.0700 S 0.06    E  37.50
WCS2 CI 11.5100 S 0.06    E  38.80
B917 PB 13.6100 S 0.86    E  43.80
WRV2 CI 13.3300 S 0.28    E  44.70
WMF  CI 15.3400 S 0.33    E  51.80
B916 PB 15.2900 S 0.15    E  52.50
WBS  CI 16.9700 S 0.17    E  59.60
WOR  CI 18.4700 S 0.00    E  64.70
WHF  CI 12.4800 P 0.01    E  74.50
WHF  CI 21.3800 S 0.17    E  74.50
ISA  CI 24.6500 S 0.35    E  85.80
WAS2 CI 26.8200 S 0.56    E  93.00
TEH  CI 26.4000 S 0.24    E  94.60
# 2019 07 04 17 50 36.21  35.6387 -117.6038 11.85  2.37  0.27  0.78  0.17 113  28  18   2        72
B921 PB  3.0600 P 0.07    E  14.00
B921 PB  5.3200 S 0.03    E  14.00
SRT  CI  3.4200 P 0.08 U  I  14.50
SRT  CI  6.3500 S 0.68    E  14.50
LRL  CI  3.7400 P 0.09    E  19.00
LRL  CI  6.2100 S 0.26    E  19.00
CLC  CI  3.8500 P 0.03    E  19.60
CLC  CI  6.6700 S 0.09    E  19.60
TOW2 CI  8.6400 S 0.92    E  23.80
CCC  CI  8.9600 S 0.63    E  25.00
WBM  CI  5.1600 P 0.15 U  I  26.10
WBM  CI  8.9000 S 0.73    I  26.10
B918 PB 10.1600 S 0.23    E  33.00
WRC2 CI  6.1400 P 0.04    E  34.60
WNM  CI 10.7400 S 0.17    E  35.40
WVP2 CI 11.8800 S 0.08    E  39.50
B917 PB 12.1700 S 0.20    E  40.60
JRC2 CI 12.6700 S 0.13    E  42.40
WCS2 CI 13.4700 S 0.20    E  45.30
WBS  CI  8.4400 P 0.08    E  49.80
WBS  CI 14.5600 S 0.08    I  49.80
WOR  CI  9.7300 P 0.06    E  58.00
WOR  CI 16.5600 S 0.05    E  58.00
B916 PB 10.3300 P 0.02    E  61.80
B916 PB 18.2000 S 0.56    E  61.80
CCA  CI 19.4500 S 0.69    E  65.70
WHF  CI 11.2900 P 0.07    E  67.80
WHF  CI 19.3900 S 0.11    E  67.80
# 2019 07 04 17 50 48.29  35.7380 -117.5293  7.72  2.73  0.34  0.72  0.07 163  13   5   2        73
B918 PB  4.1100 P 0.05    E  22.90
B918 PB  7.1900 S 0.17    E  22.90
WRC2 CI  4.6500 P 0.03 D  I  25.70
CLC  CI  2.3500 P 0.05 D  I  10.60
CLC  CI  3.9100 S 0.04    E  10.60
SRT  CI  4.0300 P 0.08    E  20.60
TOW2 CI  4.4000 P 0.05    E  22.60
WRC2 CI  8.1400 S 0.20    E  25.70
CCC  CI  5.3000 P 0.08    E  27.90
CCC  CI  8.5900 S 0.25    E  27.90
WBM  CI  6.4400 P 0.06    E  35.60
JRC2 CI  6.5100 P 0.03    E  37.00
JRC2 CI 11.1600 S 0.17    E  37.00
# 2019 07 04 17 50 48.96  35.6780 -117.4992  1.14  2.79  0.31  0.50  0.17 105  29  18   1        74
B921 PB  4.0400 S 0.71    E  10.70
CLC  CI  5.8100 S 0.17    E  17.70
SRT  CI  8.3400 S 0.73    E  22.70
B918 PB  9.3400 S 0.07    E  30.10
WRC2 CI 10.4900 S 0.10    E  32.90
B917 PB 11.7600 S 0.26    E  37.30
MPM  CI 13.3100 S 0.49    E  42.20
WCS2 CI 14.1100 S 0.28    I  45.40
B916 PB 17.8500 S 0.26    E  59.20
B917 PB  6.8900 P 0.12    E  37.30
MPM  CI  7.5200 P 0.03 D  I  42.20
WRV2 CI  8.8900 P 0.12    E  50.80
LRL  CI  8.5500 S 0.21    E  27.50
B921 PB  2.0100 P 0.02    E  10.70
CLC  CI  3.3000 P 0.04    E  17.70
SRT  CI  4.4600 P 0.16    E  22.70
SLA  CI  9.6000 S 0.17    E  30.60
WBM  CI 11.7300 S 0.52    I  36.10
DTP  CI  9.4800 P 0.25    E  55.40
JRC2 CI  7.8000 P 0.09    E  43.80
JRC2 CI 13.7800 S 0.35    E  43.80
WCS2 CI  8.2700 P 0.13    E  45.40
DTP  CI 16.6800 S 0.14    E  55.40
WMF  CI 10.2900 P 0.06    E  58.40
WMF  CI 17.8700 S 0.43    I  58.40
B916 PB 10.2900 P 0.01    E  59.20
DAW  CI 19.5200 S 0.40    E  66.50
CCA  CI 22.2400 S 0.23    E  74.90
CWC  CI 29.0600 S 0.44    E  99.50
# 2019 07 04 17 51 46.65  35.6740 -117.5235  5.30  3.46  0.17  0.91  0.14  61  48  19   6        75
B921 PB  2.2300 P 0.01    E  11.10
B921 PB  4.0200 S 0.28    E  11.10
CLC  CI  3.1600 P 0.02 D  I  17.10
CLC  CI  5.7000 S 0.32    I  17.10
SRT  CI  4.0900 P 0.03 U  I  20.60
SRT  CI  7.8300 S 1.17    I  20.60
CCC  CI  4.2500 P 0.03    E  21.90
CCC  CI  7.7900 S 0.67    E  21.90
LRL  CI  4.5600 P 0.09 U  I  25.90
LRL  CI  8.0700 S 0.19    I  25.90
TOW2 CI  5.2100 P 0.19    E  26.40
B918 PB  5.1000 P 0.15 D  I  29.90
B917 PB  6.5800 P 0.04    E  38.20
WVP2 CI  6.9500 P 0.11    E  40.50
WVP2 CI 12.3000 S 0.31    E  40.50
WRV2 CI  8.5500 P 0.04    E  49.70
DTP  CI  9.2900 P 0.13    E  53.80
DTP  CI 15.7100 S 0.15    I  53.80
WMF  CI  9.7700 P 0.02    E  57.60
WMF  CI 17.8900 S 1.23    E  57.60
WBS  CI  9.8500 P 0.01    E  57.80
B916 PB  9.9500 P 0.00    E  59.10
B916 PB 17.1900 S 0.18    E  59.10
WOR  CI 18.5400 S 0.08    E  64.90
WOR  CI 10.9600 P 0.01    E  64.90
QSM  NN 11.3000 P 0.13 U  I  67.20
QSM  NN 19.4800 S 0.06    I  67.20
GSC  CI 12.9300 P 0.08    E  77.00
CCA  CI 12.4100 P 0.05    E  73.20
CCA  CI 21.5200 S 0.56    E  73.20
WHF  CI 12.6400 P 0.06    E  74.80
LMR2 CI 13.9900 P 0.07    E  83.70
ISA  CI 14.3600 P 0.01    E  85.80
ISA  CI 24.5500 S 0.18    E  85.80
HYS  CI 14.9600 P 0.02    E  90.00
TEH  CI 15.0600 P 0.16 U  I  91.70
TEH  CI 25.9000 S 0.01    I  91.70
WAS2 CI 15.3700 P 0.23    E  93.60
WAS2 CI 26.8900 S 0.39    E  93.60
GWY  NN 16.0500 P 0.13    E  95.60
EDW2 CI 27.9700 S 0.33    E  97.90
CGO  CI 17.1000 P 0.51    E  100.60
RRX  CI 16.8100 P 0.05    E  100.80
LDR  CI 17.7000 P 0.10    E  106.20
LDR  CI 30.6200 S 0.61    E  106.20
FUR  CI 18.1000 P 0.32    E  106.30
FUR  CI 30.2800 S 0.05    E  106.30
AVM  CI 30.2400 S 0.07    E  106.50
# 2019 07 04 17 52  6.95  35.7408 -117.5588  7.11  2.42  0.49  0.86  0.17 142  15   6   1        76
CLC  CI  1.9500 P 0.09 U  I   9.00
CLC  CI  4.0900 S 0.68    E   9.00
SRT  CI  3.4800 P 0.22    E  18.10
B921 PB  3.5400 P 0.02    E  19.20
B921 PB  6.6400 S 0.60    E  19.20
B918 PB  3.7400 P 0.25    E  22.00
B918 PB  7.2100 S 0.47    E  22.00
WRC2 CI  4.3600 P 0.11    E  24.40
WVP2 CI  5.8900 P 0.06    E  32.80
WNM  CI  5.9300 P 0.09    E  33.20
JRC2 CI  6.3200 P 0.17    E  35.00
MPM  CI 10.7700 S 0.28    E  35.80
WRV2 CI  7.3400 P 0.08    E  42.10
WBS  CI 16.7600 S 0.28    E  57.20
WOR  CI 17.9500 S 0.26    E  61.90
# 2019 07 04 17 52 41.70  35.7218 -117.5252  7.04  2.92  0.16  0.45  0.13  60  53  26  16        77
CLC  CI  2.5100 P 0.01 D  I  12.30
CLC  CI  4.5000 S 0.30    I  12.30
B921 PB  2.9400 P 0.12 D  I  16.00
B921 PB  5.4400 S 0.26    I  16.00
SRT  CI  4.1100 P 0.01 U  I  20.60
TOW2 CI  4.7300 P 0.12    E  23.60
B918 PB  4.3000 P 0.14 D  I  24.70
B918 PB  7.7000 S 0.20    I  24.70
CCC  CI  5.0700 P 0.12 D  I  26.20
CCC  CI  9.0400 S 0.67    E  26.20
WRC2 CI  4.9300 P 0.04 D  I  27.50
WRC2 CI  8.5900 S 0.17    E  27.50
SLA  CI  5.2100 P 0.01 U  I  28.70
SLA  CI  9.2200 S 0.40    E  28.70
LRL  CI  5.2500 P 0.15 D  I  30.40
LRL  CI  9.2800 S 0.12    E  30.40
WBM  CI  6.5100 P 0.17 U  I  35.30
WBM  CI 11.4300 S 0.99    I  35.30
JRC2 CI  6.7900 P 0.06 D  I  38.60
WVP2 CI  6.3800 P 0.04    E  36.50
MPM  CI  6.4500 P 0.02 D  I  37.50
MPM  CI 11.2700 S 0.31    E  37.50
JRC2 CI 11.7100 S 0.28    E  38.60
WCS2 CI  7.0100 P 0.05    E  40.00
WCS2 CI 12.1400 S 0.37    E  40.00
B917 PB  7.2600 P 0.06 D  I  42.60
B917 PB 12.7000 S 0.28    I  42.60
WRV2 CI  7.8400 P 0.01 D  I  45.70
WRV2 CI 13.6400 S 0.31    E  45.70
WMF  CI  9.0600 P 0.04 D  I  53.00
WMF  CI 15.8500 S 0.52    E  53.00
B916 PB  8.9900 P 0.08    E  53.90
B916 PB 15.8900 S 0.39    E  53.90
DTP  CI 16.7600 S 0.06    E  58.20
WBS  CI  9.9500 P 0.07 U  I  59.20
WBS  CI 17.2900 S 0.24    E  59.20
DAW  CI 10.5200 P 0.09    E  61.40
DAW  CI 17.6900 S 0.17    E  61.40
WOR  CI 10.8400 P 0.06    E  64.80
WOR  CI 18.5500 S 0.05    I  64.80
QSM  NN 18.9900 S 0.27    E  65.00
WHF  CI 12.4100 P 0.10    E  74.60
WHF  CI 21.3600 S 0.12    E  74.60
CCA  CI 12.9400 P 0.05 D  I  77.30
CCA  CI 22.5300 S 0.51    E  77.30
GSC  CI 23.4400 S 0.54    E  80.10
HAR  CI 23.6900 S 0.47    E  81.60
ISA  CI 14.3000 P 0.01    E  85.90
ISA  CI 24.8000 S 0.49    E  85.90
GWY  NN 15.5900 P 0.19    E  92.60
WAS2 CI 15.5000 P 0.02    E  93.10
WAS2 CI 26.8700 S 0.56    E  93.10
TEH  CI 15.2900 P 0.26    E  94.10
# 2019 07 04 17 53 14.94  35.7012 -117.4907  1.08  2.13  0.21  0.39  0.08 106  18   8   3        78
B921 PB  2.3800 P 0.05    E  13.00
B921 PB  4.2400 S 0.16    E  13.00
CLC  CI  2.9800 P 0.03    E  15.90
CCC  CI  4.7200 P 0.16    E  22.60
CCC  CI  7.9300 S 0.25    E  22.60
SRT  CI  4.8400 P 0.07 U  I  23.40
B918 PB  5.1200 P 0.07    E  27.90
B918 PB  9.0600 S 0.25    E  27.90
SLA  CI  5.3400 P 0.03 U  I  28.10
SLA  CI  9.2500 S 0.16    E  28.10
LRL  CI  5.4300 P 0.18    E  30.10
WRC2 CI  5.8000 P 0.01    E  30.90
WRC2 CI 10.1900 S 0.34    E  30.90
B917 PB  7.0700 P 0.00 U  I  39.00
B917 PB 12.0900 S 0.08    E  39.00
WCS2 CI 13.6300 S 0.25    E  43.70
B916 PB  9.9500 P 0.01    E  56.90
B916 PB 17.1200 S 0.12    E  56.90
# 2019 07 04 17 53 25.56  35.6440 -117.5412 12.89  2.20  0.47  1.17  0.20 138  17  11   0        79
B921 PB  4.5600 S 0.06    E   9.50
SRT  CI  4.1500 P 0.12    E  19.60
SRT  CI  7.5300 S 0.53    E  19.60
CLC  CI  3.8600 P 0.11    E  19.70
CLC  CI  7.3200 S 0.60    E  19.70
CCC  CI  8.3900 S 1.02    E  20.70
LRL  CI  7.3400 S 0.03    E  22.20
WBM  CI  6.0800 P 0.16    E  31.80
B918 PB  5.7600 P 0.12    E  32.80
B918 PB  9.9600 S 0.00    E  32.80
WRC2 CI  6.2400 P 0.07    E  35.10
WRC2 CI 11.3300 S 0.62    E  35.10
B917 PB 11.5500 S 0.54    E  36.80
JRC2 CI 13.8100 S 0.63    E  44.70
WOR  CI 18.1100 S 0.00    E  63.60
WHF  CI 12.3100 P 0.07    E  73.40
WHF  CI 20.8600 S 0.08    E  73.40
# 2019 07 04 17 53 50.22  35.6360 -117.5442 10.16  2.24  0.23  0.55  0.12 120  35  15   3        80
B921 PB  2.3700 P 0.01    E   9.20
B921 PB  4.1500 S 0.14    E   9.20
SRT  CI  3.9800 P 0.11 U  I  19.60
CLC  CI  3.8600 P 0.05    E  20.50
CLC  CI  6.6100 S 0.00    E  20.50
LRL  CI  4.0100 P 0.06 D  I  21.40
TOW2 CI  5.2700 P 0.05    E  27.60
WBM  CI  6.0400 P 0.27    E  31.40
WBM  CI 10.2500 S 0.78    I  31.40
B918 PB  6.0200 P 0.10    E  33.70
B918 PB 10.0400 S 0.00    E  33.70
WRC2 CI 10.9700 S 0.17    E  35.90
B917 PB 11.1500 S 0.37    E  36.40
WVP2 CI  7.3800 P 0.05    E  42.60
JRC2 CI  7.8200 P 0.00    E  45.30
JRC2 CI 13.4100 S 0.12    E  45.30
WCS2 CI  8.1400 P 0.05    E  47.60
WCS2 CI 14.1700 S 0.28    E  47.60
DTP  CI  8.3800 P 0.04    E  49.20
DTP  CI 14.5700 S 0.30    E  49.20
WRV2 CI  8.8400 P 0.01    E  51.70
WBS  CI 15.9200 S 0.01    E  55.00
B916 PB 10.5300 P 0.03    E  62.80
B916 PB 18.2100 S 0.25    E  62.80
WOR  CI 10.6300 P 0.04    E  63.40
WOR  CI 17.9000 S 0.21    E  63.40
WHF  CI 12.2500 P 0.01 D  I  73.20
WHF  CI 20.8700 S 0.10    I  73.20
B917 PB  6.1700 P 0.20    E  36.40
WNM  CI  6.9500 P 0.01    E  39.90
MPM  CI  8.0700 P 0.03    E  47.10
MPM  CI 14.1900 S 0.54    E  47.10
WBS  CI  9.5700 P 0.21    E  55.00
WMF  CI 10.2500 P 0.06    E  60.40
WMF  CI 17.5300 S 0.18    E  60.40
# 2019 07 04 17 54 59.56  35.6392 -117.5628 10.48  2.53  0.17  0.42  0.13  76  45  21   8        81
B921 PB  2.4500 P 0.14    E  10.80
B921 PB  4.2100 S 0.16    E  10.80
SRT  CI  3.8700 P 0.02 U  I  17.90
CLC  CI  3.7600 P 0.06 D  I  19.80
CLC  CI  6.5900 S 0.12    E  19.80
LRL  CI  6.8100 S 0.07    I  20.70
CCC  CI  4.4900 P 0.10 U  I  21.90
CCC  CI  7.6700 S 0.25    E  21.90
TOW2 CI  5.4900 P 0.39    E  26.20
TOW2 CI  8.6800 S 0.46    E  26.20
B918 PB  5.7000 P 0.14 D  I  33.10
B918 PB 10.0500 S 0.15    E  33.10
WRC2 CI  6.2200 P 0.02    E  35.20
WRC2 CI 10.7000 S 0.09    E  35.20
SLA  CI  6.5100 P 0.17    E  37.60
SLA  CI 11.5600 S 0.23    E  37.60
B917 PB  6.4400 P 0.16    E  37.80
B917 PB 11.0600 S 0.13    E  37.80
WNM  CI  6.7500 P 0.06    E  38.30
JRC2 CI  7.7000 P 0.06    E  44.10
JRC2 CI 13.1900 S 0.21    E  44.10
MPM  CI  8.0000 P 0.02 D  I  47.00
MPM  CI 14.2100 S 0.60    E  47.00
DTP  CI 14.3500 S 0.24    I  48.60
WRV2 CI  8.6100 P 0.02    E  50.50
WBS  CI  9.0700 P 0.04 U  I  53.40
WOR  CI 10.3100 P 0.07    E  61.70
WOR  CI 17.6600 S 0.04    I  61.70
B916 PB 10.4500 P 0.06 U  I  62.20
B916 PB 18.1500 S 0.38    E  62.20
CCA  CI 20.0500 S 0.66    E  67.90
WHF  CI 11.8200 P 0.13    E  71.50
WHF  CI 20.3900 S 0.10    E  71.50
ISA  CI 13.6100 P 0.03 D  I  82.30
TEH  CI 24.3300 S 0.03    I  86.70
WBM  CI  5.4300 P 0.09    E  29.80
WBM  CI  9.9900 S 0.94    E  29.80
HAR  CI 12.2900 P 0.00    E  73.70
HAR  CI 21.4300 S 0.44    E  73.70
GSC  CI 12.9700 P 0.09    E  78.10
GSC  CI 22.5800 S 0.34    E  78.10
LMR2 CI 13.2200 P 0.13    E  79.20
TEH  CI 14.1800 P 0.09    E  86.70
WAS2 CI 25.9100 S 0.56    E  90.40
WAS2 CI 15.0300 P 0.11    E  90.40
# 2019 07 04 17 55 26.82  35.6335 -117.5798 11.20  2.49  0.28  0.76  0.11 119  17   5   2        82
B921 PB  2.7400 P 0.05    E  11.80
B921 PB  4.8800 S 0.16    I  11.80
SRT  CI  3.7300 P 0.01 U  I  16.70
LRL  CI  3.7900 P 0.05    E  19.40
LRL  CI  6.6500 S 0.16    E  19.40
CLC  CI  3.9200 P 0.01 D  I  20.30
CLC  CI  6.8900 S 0.23    E  20.30
CCC  CI  4.6500 P 0.08    E  22.90
WBM  CI  5.4600 P 0.16    E  28.20
B918 PB  5.8600 P 0.18    E  33.60
B917 PB 11.6700 S 0.26    E  38.50
JRC2 CI  7.3100 P 0.30    E  43.90
JRC2 CI 13.1300 S 0.20    E  43.90
WBS  CI  8.7800 P 0.05    E  51.80
WOR  CI 10.1400 P 0.01    E  60.20
B916 PB 10.5200 P 0.09    E  62.60
WHF  CI 11.7300 P 0.03    E  70.00
# 2019 07 04 17 55 30.80  35.6705 -117.5222  3.91  2.57  0.28  0.81  0.19  78  27  20   2        83
B921 PB  3.5300 S 0.00    E  10.70
CLC  CI  3.0800 P 0.15    E  17.50
CLC  CI  5.6400 S 0.17    I  17.50
SRT  CI  4.0900 P 0.01 U  I  20.70
SRT  CI  7.7200 S 1.00    E  20.70
CCC  CI  4.3400 P 0.17    E  21.50
CCC  CI  7.6700 S 0.61    E  21.50
LRL  CI  7.9900 S 0.09    E  25.60
B918 PB  5.4900 P 0.11    E  30.30
B918 PB  9.1100 S 0.01    E  30.30
SLA  CI 10.1800 S 0.22    E  32.60
WRC2 CI 10.3100 S 0.32    E  32.90
WBM  CI 11.1800 S 1.00    E  33.90
B917 PB  6.6100 P 0.02    E  37.90
B917 PB 11.3900 S 0.15    E  37.90
MPM  CI  7.3100 P 0.14 D  I  43.10
JRC2 CI 13.2100 S 0.38    E  43.20
WCS2 CI 13.7100 S 0.41    E  45.10
WRV2 CI 15.0400 S 0.36    E  50.00
DTP  CI  9.0300 P 0.15    E  53.50
DTP  CI 15.8200 S 0.22    E  53.50
WBS  CI 16.8600 S 0.00    E  57.80
WMF  CI 17.4500 S 0.55    E  58.00
B916 PB 17.6700 S 0.42    E  59.50
WOR  CI 18.7400 S 0.05    E  65.10
QSM  NN 19.6300 S 0.05    E  67.30
WHF  CI 21.5900 S 0.06    E  74.90
# 2019 07 04 17 55 46.15  35.7553 -117.5577  2.46  2.24  0.60  0.61  0.27 179  25  15   1        84
CLC  CI  1.4800 P 0.01 D  I   7.60
CLC  CI  2.3900 S 0.08    E   7.60
SRT  CI  3.9900 P 0.17    E  18.70
SRT  CI  6.8700 S 0.64    I  18.70
TOW2 CI  3.8000 P 0.18    E  19.60
B918 PB  3.3800 P 0.40    E  20.40
B918 PB  6.4500 S 0.06    E  20.40
WRC2 CI  4.8900 P 0.60    E  22.90
WRC2 CI  7.5800 S 0.30    E  22.90
SLA  CI  5.3100 P 0.05    E  28.90
SLA  CI  8.7400 S 0.35    E  28.90
JRC2 CI 10.7000 S 0.27    E  33.90
WBM  CI  6.4300 P 0.12    E  34.20
WBM  CI 10.7800 S 0.35    I  34.20
MPM  CI  6.5200 P 0.41    E  34.20
MPM  CI 10.5300 S 0.17    E  34.20
WCS2 CI 10.9000 S 0.11    E  35.30
WRV2 CI  7.0400 P 0.25    E  41.00
WRV2 CI 12.6500 S 0.28    I  41.00
B916 PB 14.8400 S 0.14    E  49.60
WBS  CI  9.9500 P 0.09    E  57.90
WBS  CI 16.7300 S 0.36    E  57.90
WOR  CI 17.9500 S 0.24    E  62.10
ISA  CI 24.1400 S 0.11    E  83.30
TEH  CI 26.0700 S 0.70    E  93.60
# 2019 07 04 17 55 54.59  35.7072 -117.4738  1.27  2.35  0.30  0.42  0.16 109  22  16   1        85
B921 PB  2.4400 P 0.07 D  I  13.40
B921 PB  4.3400 S 0.11    I  13.40
CLC  CI  3.0700 P 0.03    E  16.40
CLC  CI  5.3700 S 0.14    E  16.40
CCC  CI  4.7100 P 0.20    E  22.50
SRT  CI  8.9600 S 0.69    E  25.00
SLA  CI  5.1300 P 0.04    E  26.60
SLA  CI  8.9000 S 0.28    E  26.60
B918 PB  5.2600 P 0.10    E  27.90
B918 PB  8.6500 S 0.11    I  27.90
WRC2 CI 10.0200 S 0.16    E  31.10
B917 PB  7.0000 P 0.01    E  38.70
B917 PB 11.9700 S 0.07    I  38.70
WRV2 CI 15.2800 S 0.12    E  50.20
WBM  CI 12.6700 S 0.62    E  39.20
JRC2 CI 13.1700 S 0.02    E  43.00
WCS2 CI 13.7900 S 0.36    E  44.00
B916 PB 16.9500 S 0.04    E  56.70
WMF  CI 17.4600 S 0.40    E  57.00
WBS  CI 18.9900 S 0.23    E  63.10
WOR  CI 20.1900 S 0.22    E  69.40
ISA  CI 26.6300 S 0.42    E  90.40
# 2019 07 04 17 56  9.30  35.6272 -117.5770 15.61  2.29  0.48  1.10  0.19 118  17   9   2        86
B921 PB  3.3400 P 0.11    E  11.30
B921 PB  5.5100 S 0.04    E  11.30
SRT  CI  4.0300 P 0.16    E  17.20
SRT  CI  6.8800 S 0.02    E  17.20
LRL  CI  6.7600 S 0.21    E  18.90
CLC  CI  4.3600 P 0.01 D  I  21.00
CLC  CI  7.4100 S 0.03    E  21.00
TOW2 CI  9.3300 S 0.60    E  26.30
WBM  CI  5.7000 P 0.15 U  I  28.40
WBM  CI  9.7800 S 0.68    E  28.40
JRC2 CI  7.5100 P 0.30    E  44.70
JRC2 CI 13.8600 S 0.56    E  44.70
